product_id,supplier_id,latest_purchase_date,qty_till_date,latest_price_inr,latest_price_eur,price_per_unit_inr,total_spend_inr,total_spend_eur,is_free_item,has_price_change
P0194,S06,2024-07-24,6.66,1723.27,15.68,344.66,11483.82,104.5,False,False
P0126,S07,2024-07-27,4.16,1857.29,16.9,1031.83,7723.19,70.28,False,False
P0127,S07,2024-07-27,3.82,1699.37,15.46,944.09,6495.59,59.11,False,False
P0128,S07,2024-07-27,4.02,2244.37,20.42,1246.88,9023.97,82.12,False,False
P0129,S07,2024-07-27,3.61,2064.69,18.79,938.5,7461.94,67.9,False,False
P0130,S07,2025-02-18,15.22,2209.67,20.11,1004.4,33625.76,305.99,False,False
P0131,S07,2023-11-07,10.74,4895.29,44.55,2447.64,52555.17,478.25,False,False
P0132,S07,2023-11-07,10.18,4748.79,43.21,2374.4,48352.44,440.0,False,False
P0133,S07,2023-11-08,1.01,0.0,0.0,0.0,0.0,0.0,True,False
P0134,S07,2023-11-07,9.0,1577.03,14.35,43.81,14194.83,129.18,False,False
P0135,S07,2023-11-07,9.82,1825.91,16.62,45.65,17923.15,163.1,False,False
P0136,S07,2023-11-07,12.63,2703.74,24.6,,34161.6,310.87,False,False
P0137,S07,2025-02-18,1.86,3567.15,32.46,,6623.44,60.27,False,False
P0138,S07,2025-02-18,2.0,3799.58,34.58,,7587.31,69.04,False,False
P0139,S07,2025-02-18,4.15,2933.0,26.69,,12175.56,110.8,False,False
P0140,S07,2025-02-18,3.77,2738.91,24.92,,10314.99,93.87,False,False
P0141,S07,2024-07-27,6.15,3335.61,30.35,,20514.29,186.68,False,False
P0142,S07,2025-02-18,3.95,2914.49,26.52,,11511.69,104.76,False,False
P0143,S07,2024-07-27,6.86,1075.35,9.79,,7377.51,67.13,False,False
P0144,S07,2025-02-18,10.62,775.87,7.06,,8969.52,81.62,False,True
P0145,S07,2024-07-27,7.54,1891.9,17.22,1891.9,14273.87,129.89,False,False
P0146,S07,2024-07-27,1.89,1725.87,15.71,1725.87,3268.19,29.74,False,False
P0147,S07,2025-02-18,9.94,1823.56,16.59,,18502.7,168.38,False,True
P0148,S07,2025-02-18,9.83,1976.91,17.99,,19827.03,180.43,False,True
P0149,S07,2025-02-18,14.0,1149.85,10.46,766.57,16099.03,146.5,False,False
P0150,S07,2023-11-07,8.7,1517.98,13.81,505.99,13202.52,120.14,False,False
P0151,S07,2023-11-07,5.87,2115.92,19.25,423.18,12417.7,113.0,False,False
P0152,S07,2023-11-07,4.56,2826.33,25.72,376.84,12892.64,117.33,False,False
P0153,S07,2023-11-07,9.85,1926.07,17.53,,18979.34,172.71,False,False
P0154,S07,2025-02-18,23.4,3400.38,30.94,1700.19,77744.37,707.47,False,True
P0155,S07,2024-07-27,12.17,4479.69,40.77,2239.85,54530.52,496.23,False,False
P0156,S07,2023-11-08,54.33,1166.78,10.62,,63388.66,576.84,False,False
P0157,S07,2024-07-27,7.03,2806.0,25.53,,19723.66,179.48,False,False
P0158,S07,2023-11-07,10.48,2517.34,22.91,,26374.49,240.01,False,False
P0159,S07,2023-11-07,13.03,2544.26,23.15,,33156.98,301.73,False,False
P0160,S07,2023-11-07,4.0,2568.02,23.37,,10262.81,93.39,False,False
P0161,S07,2025-02-18,20.43,1735.61,15.79,578.54,35451.64,322.61,False,False
P0162,S07,2025-02-18,22.99,2154.8,19.61,430.96,49531.88,450.74,False,False
P0163,S07,2025-02-18,68.92,558.72,5.08,,40134.85,365.23,False,True
P0164,S07,2025-02-18,18.59,1160.76,10.56,386.92,22362.17,203.5,False,True
P0165,S07,2025-02-18,31.56,1545.45,14.06,309.09,49493.29,450.39,False,True
P0166,S07,2025-02-18,9.32,1208.05,10.99,,11261.55,102.48,False,False
P0167,S07,2025-02-18,9.3,1122.34,10.21,,10434.62,94.95,False,False
P0168,S07,2025-02-18,9.51,1290.66,11.75,,12268.77,111.64,False,False
P0169,S07,2024-07-27,54.55,1274.28,11.6,,69511.2,632.55,False,False
P0170,S07,2024-07-27,11.63,5467.63,49.76,2733.82,63571.02,578.5,False,False
P0171,S07,2024-07-27,10.41,5208.98,47.4,2604.49,54219.94,493.41,False,False
P0172,S07,2023-11-07,4.06,1291.62,11.75,,5245.06,47.73,False,False
P0173,S07,2023-11-08,60.24,552.71,5.03,25.13,33292.64,302.97,False,False
P0174,S07,2023-11-08,1.77,0.0,0.0,0.0,0.0,0.0,True,False
P0175,S07,2023-11-07,4.77,1035.22,9.42,3.45,4939.77,44.95,False,False
P0176,S07,2023-11-07,10.08,1320.11,12.01,3.67,13308.8,121.11,False,False
P0177,S07,2023-11-07,6.48,1403.99,12.78,,9092.71,82.75,False,False
P0178,S07,2023-11-07,4.38,1977.64,18.0,,8668.83,78.88,False,False
P0179,S07,2025-02-18,35.82,448.63,4.08,20.39,17001.17,154.71,False,True
P0180,S07,2025-02-18,36.72,537.38,4.89,24.43,20908.12,190.27,False,True
P0181,S07,2024-07-27,13.65,779.82,7.1,,10645.3,96.88,False,False
P0182,S07,2024-07-27,11.39,646.66,5.88,,7366.19,67.03,False,False
P0183,S07,2024-07-27,22.47,440.81,4.01,,9904.08,90.13,False,False
P0184,S07,2024-07-27,22.73,334.17,3.04,,7593.96,69.11,False,False
P0185,S07,2025-02-18,19.06,2782.09,25.32,,59172.27,538.47,False,True
P0186,S07,2023-11-07,10.06,4888.97,44.49,3259.32,49176.15,447.5,False,False
P0187,S07,2023-11-08,0.87,0.0,0.0,0.0,0.0,0.0,True,False
P0188,S07,2024-07-27,12.17,4679.59,42.58,3119.73,56938.73,518.14,False,False
P0189,S07,2023-11-07,11.34,3617.32,32.92,,41022.54,373.31,False,False
P0190,S07,2025-02-18,1.92,3723.39,33.88,,7143.05,65.0,False,False
P0191,S07,2025-02-18,1.89,3725.28,33.9,,7049.63,64.15,False,False
P0001,S08,2023-11-09,0.91,57210.14,520.61,5721.01,51961.89,472.86,False,False
P0003,S08,2023-11-09,0.86,17854.08,162.47,5951.36,15342.73,139.62,False,False
P0007,S08,2023-11-09,0.95,38805.14,353.13,7761.03,36671.21,333.71,False,False
P0057,S08,2023-11-09,2.13,3836.3,34.91,,8183.27,74.47,False,False
P0221,S08,2024-07-24,77.14,944.4,8.59,787.0,76354.13,694.82,False,True
P0222,S08,2024-07-24,18.97,5144.05,46.81,4115.24,97570.18,887.89,False,False
P0223,S08,2024-11-11,5.25,5417.14,49.3,4333.72,28434.26,258.75,False,False
P0224,S08,2023-11-09,18.07,1096.58,9.98,,19813.88,180.31,False,False
P0225,S08,2023-11-09,2.86,6168.0,56.13,,17643.69,160.56,False,False
P0226,S08,2024-07-24,25.65,4613.54,41.98,2306.77,135360.4,1231.78,False,True
P0227,S08,2025-05-21,10.94,4603.59,41.89,2301.8,50351.01,458.19,False,False
P0228,S08,2024-07-24,161.43,1592.71,14.49,568.83,267014.84,2429.84,False,True
P0229,S08,2023-11-09,16.95,1624.66,14.78,,27541.51,250.63,False,False
P0230,S08,2025-05-21,21.07,3121.62,28.41,1560.81,65757.69,598.4,False,False
P0231,S08,2024-11-11,6.11,3401.71,30.96,1700.85,20768.13,188.99,False,False
P0232,S08,2024-03-14,8.68,2916.88,26.54,1458.44,25331.22,230.51,False,False
P0233,S08,2024-11-11,5.47,2720.06,24.75,1360.03,14868.72,135.31,False,False
P0235,S08,2024-07-24,19.26,5197.99,47.3,2599.0,100127.94,911.17,False,False
P0236,S08,2024-11-11,5.85,5110.99,46.51,2555.49,29912.86,272.21,False,False
P0234,S08,2025-05-21,24.36,3953.13,35.97,1976.56,89144.61,811.21,False,True
P0237,S08,2024-07-24,21.55,901.23,8.2,,20196.01,183.79,False,True
P0238,S08,2024-11-11,7.03,915.59,8.33,305.2,6433.24,58.54,False,False
P0239,S08,2025-05-21,10.44,4580.06,41.68,1526.68,47823.86,435.2,False,False
P0240,S08,2025-05-21,11.05,4624.74,42.09,1541.58,51116.16,465.16,False,False
P0243,S08,2025-05-21,15.07,813.5,7.4,162.7,12257.04,111.54,False,False
P0244,S08,2024-11-11,8.14,775.22,7.05,155.04,6308.98,57.41,False,False
P0241,S08,2024-07-24,67.12,1014.15,9.23,202.83,71787.64,653.27,False,True
P0242,S08,2024-11-11,6.47,1030.87,9.38,206.17,6665.82,60.66,False,False
P0245,S08,2024-07-24,185.85,1298.95,11.82,721.64,246385.15,2242.11,False,True
P0246,S08,2024-07-24,5.71,2470.63,22.48,1235.32,14113.69,128.43,False,False
P0247,S08,2024-07-24,5.0,2531.82,23.04,1265.91,12651.9,115.13,False,False
P0248,S08,2023-11-09,15.92,982.48,8.94,196.49,15642.03,142.34,False,False
P0249,S08,2024-07-24,16.14,1152.6,10.49,153.68,18608.46,169.34,False,False
P0250,S08,2023-11-09,15.21,591.91,5.39,0.39,9005.05,81.95,False,False
P0251,S08,2023-11-09,13.4,640.49,5.83,0.26,8585.75,78.13,False,False
P0252,S08,2023-11-09,11.07,684.54,6.23,0.2,7575.15,68.93,False,False
P0253,S08,2023-11-09,13.68,1104.54,10.05,0.23,15110.25,137.51,False,False
P0254,S08,2024-11-11,5.07,40535.75,368.88,,205525.41,1870.28,False,False
P0255,S08,2024-07-24,29.28,1987.18,18.08,,58174.96,529.39,False,False
P0256,S08,2024-11-11,42.29,359.18,3.27,21.13,14835.5,135.0,False,True
P0257,S08,2024-11-11,36.23,441.58,4.02,21.54,15998.06,145.58,False,False
P0258,S08,2023-11-09,21.6,468.93,4.27,20.84,10129.35,92.18,False,False
P0261,S08,2023-11-09,18.28,371.79,3.38,,6798.18,61.86,False,False
P0262,S08,2023-11-09,20.76,1288.36,11.72,,26748.06,243.41,False,False
P0259,S08,2024-03-14,57.55,392.33,3.57,,21732.88,197.77,False,True
P0260,S08,2023-11-09,47.67,471.62,4.29,,22481.21,204.57,False,False
P0263,S08,2024-07-24,54.9,1136.88,10.35,,62418.52,568.0,False,False
P0264,S08,2024-07-24,23.21,718.48,6.54,,17678.64,160.87,False,True
P0265,S08,2024-11-11,13.8,690.91,6.29,,9533.59,86.76,False,False
P0266,S08,2023-11-09,21.04,256.12,2.33,,5388.47,49.04,False,False
P0267,S08,2024-03-14,28.82,324.33,2.95,0.65,9348.24,85.07,False,False
P0268,S08,2023-11-09,77.6,129.69,1.18,,10063.37,91.58,False,False
P0269,S08,2024-11-11,110.97,57.05,0.52,0.57,6330.99,57.61,False,False
P0270,S08,2024-11-11,106.59,72.82,0.66,0.49,7762.73,70.64,False,False
P0271,S08,2025-05-21,231.5,85.82,0.78,0.34,19868.26,180.81,False,False
P0272,S08,2024-03-14,27.43,332.29,3.02,,9115.4,82.95,False,False
P0273,S08,2023-11-09,49.98,188.02,1.71,,9397.68,85.51,False,False
P0274,S08,2025-05-21,36.7,1279.9,11.65,,46972.55,427.45,False,False
P0275,S08,2025-05-21,22.82,1226.06,11.16,,27983.58,254.65,False,False
P0276,S08,2023-11-09,44.68,380.12,3.46,,16981.84,154.54,False,False
P0277,S08,2024-07-24,178.94,119.74,1.09,,21426.78,194.98,False,False
P0278,S08,2023-11-09,22.98,548.44,4.99,,12604.19,114.7,False,False
P0279,S08,2023-11-09,0.96,15287.36,139.11,,14633.87,133.17,False,False
P0015,S09,2025-05-23,13.56,36.51,0.33,,495.05,4.51,False,False
P0016,S09,2025-05-23,9.49,383.58,3.49,,3640.18,33.13,False,False
P0017,S09,2025-05-23,11.44,145.34,1.32,,1663.22,15.14,False,False
P0018,S09,2025-05-23,5.54,233.11,2.12,,1292.24,11.76,False,False
P0019,S09,2025-05-23,13.56,436.01,3.97,,5914.32,53.82,False,False
P0020,S09,2025-05-23,11.54,262.64,2.39,,3031.58,27.59,False,False
P0021,S09,2025-05-23,12.33,127.83,1.16,,1576.35,14.34,False,False
P0022,S09,2025-05-23,13.2,141.16,1.28,,1862.73,16.95,False,False
P0023,S09,2025-05-23,25.08,56.75,0.52,,1423.19,12.95,False,False
P0024,S09,2025-05-23,1.14,2737.35,24.91,,3122.83,28.42,False,False
P0025,S09,2025-05-23,26.92,47.02,0.43,,1265.61,11.52,False,False
P0026,S09,2025-05-23,12.58,60.82,0.55,,765.13,6.96,False,False
P0027,S09,2025-05-23,11.59,301.65,2.75,,3495.85,31.81,False,False
P0028,S09,2025-05-23,12.71,105.02,0.96,,1334.56,12.14,False,False
P0029,S09,2025-05-23,10.31,186.5,1.7,,1922.4,17.5,False,False
P0030,S09,2025-05-23,10.23,81.93,0.75,,838.17,7.63,False,False
P0031,S09,2025-05-23,10.49,108.63,0.99,,1139.63,10.37,False,False
P0032,S09,2025-05-23,10.89,133.76,1.22,,1456.69,13.26,False,False
P0033,S09,2025-05-23,11.26,159.31,1.45,,1794.55,16.33,False,False
P0034,S09,2025-05-23,12.37,214.06,1.95,,2648.9,24.1,False,False
P0035,S09,2025-05-23,11.25,248.45,2.26,,2794.99,25.43,False,False
P0036,S09,2025-05-23,22.95,49.24,0.45,,1130.35,10.29,False,False
P0037,S09,2025-05-23,12.08,272.57,2.48,,3293.77,29.97,False,False
P0038,S09,2025-05-23,34.5,99.94,0.91,,4596.7,41.83,False,True
P0039,S09,2025-05-23,48.21,87.75,0.8,,4230.38,38.5,False,False
P0040,S09,2025-05-23,43.94,31.81,0.29,,1397.9,12.72,False,False
P0041,S09,2025-05-23,27.28,66.83,0.61,,1823.3,16.59,False,False
P0042,S09,2025-05-23,22.09,62.57,0.57,,1381.77,12.58,False,False
P0043,S09,2025-05-23,13.03,75.33,0.69,,981.45,8.94,False,False
P0044,S09,2025-05-23,27.07,55.58,0.51,,1504.4,13.69,False,False
P0045,S09,2025-05-23,17.6,341.5,3.11,,6010.92,54.7,False,False
P0046,S09,2025-05-23,23.59,71.09,0.65,,1677.01,15.26,False,False
P0047,S09,2025-05-23,23.28,30.33,0.28,,705.99,6.42,False,False
P0048,S09,2025-05-23,20.55,270.62,2.46,,5560.88,50.6,False,False
P0049,S09,2025-05-23,11.25,109.63,1.0,,1233.09,11.22,False,False
P0050,S09,2025-05-23,11.08,173.38,1.58,,1921.71,17.49,False,False
P0051,S09,2025-05-23,10.22,218.02,1.98,,2228.65,20.28,False,False
P0052,S09,2025-05-23,11.26,225.35,2.05,,2538.2,23.1,False,False
P0053,S09,2025-05-23,6.35,385.19,3.51,,2446.76,22.27,False,False
P0054,S09,2025-05-23,10.95,92.96,0.85,,1018.36,9.27,False,False
P0055,S09,2025-05-23,5.35,705.77,6.42,,3775.13,34.35,False,False
P0056,S09,2025-05-23,10.59,73.78,0.67,,781.66,7.11,False,False
P0061,S10,2023-06-10,1.99,14323.87,130.35,,28491.23,259.27,False,False
P0062,S10,2023-06-10,1.89,20033.93,182.31,,37795.11,343.94,False,False
P0063,S10,2023-06-10,1.81,22871.5,208.13,,41510.3,377.74,False,False
P0207,S10,2023-06-10,1.0,33389.48,303.84,,33537.3,305.19,False,False
P0213,S10,2023-06-10,1.8,27843.87,253.38,,50080.23,455.73,False,False
P0214,S10,2023-06-10,2.24,22801.74,207.5,,51002.73,464.12,False,False
P0215,S10,2023-06-10,1.99,28878.07,262.79,,57578.63,523.97,False,False
P0216,S10,2023-06-10,1.08,43003.78,391.33,,46414.4,422.37,False,False
